id_user;name;phone;country;current_account;post_code;street;num
1721;Ms. Heather Schumm;674747510;Suriname;ex4249476742657574684360;37202;Price Forges;101
1722;Sabryna Koch;632971725;Brazil;hl3574971478291336625114;48259;Greenfelder Prairie;31
1723;Ms. Thora Toy;639513755;Armenia;nv2430393245680993109108;8976;Donnell Throughway;100
1724;Dr. Elouise Ferry III;604983180;Suriname;fz1292085668116847971160;9710;Cesar Locks;110
1725;Andreane Waters DVM;639735435;Eritrea;il9213881873379215000450;50103;Lilly Avenue;116
1726;Clementine Mertz;675878636;Mozambique;er4826040554008071717183;31742;O'Reilly Trail;194
1727;Deanna Waters;654534029;New Caledonia;we9498298503512999587355;13603;Stracke Lock;38
1728;Willie Steuber;647008074;Montenegro;pb2390055215297426417685;15312;Verdie Junctions;165
1729;Luella Pfannerstill Jr.;652656919;Jamaica;op3423305506216741635362;50711;Dietrich Track;17
1730;Dr. Hildegard Lebsack DDS;695162186;Argentina;ti7873717924994801319052;94887;Elaina Burg;7
1731;Hershel Wisoky;661020466;Libyan Arab Jamahiriya;ci2409437327730588621403;17916;Jackeline Pike;26
1732;Adan Hilpert PhD;638474117;Libyan Arab Jamahiriya;ty4392053606281832348633;17215;Lynch Parkway;0
1733;Cristal Goyette;659955524;Northern Mariana Islands;ss4175587899982151425966;52249;Kellie Crescent;82
1734;Jay Pfannerstill Jr.;680942678;Turkmenistan;vr3754098906905099701856;85438;Hattie Brook;189
1735;Hunter Smith;686535727;Svalbard & Jan Mayen Isla;zy1780312014094353093442;73339;Hintz Gateway;93
1736;Deontae Kunze;612781640;Norfolk Island;xk0690863617287413818461;19866;Rosalind Lane;107
1737;Dr. Brayan Dare DDS;660257820;Panama;ec4673463833726681298211;40330;Kody Expressway;105
1738;Quinn Pagac III;697761681;Western Sahara;bc2680620067149984932948;808;Carmine Bypass;163
1739;Laury Reilly;621183709;Namibia;aq2615535487689748008033;66371;Freddie Unions;141
1740;Mr. Edd Stracke PhD;675317652;Botswana;td3626581458555074514426;35425;Rogahn Shoal;141
1741;Ms. Lysanne Blick;608717116;Czech Republic;ei3425944915513277752143;74722;Janice Green;60
1742;Chadrick Marvin;679320465;Bhutan;az6991135867433454302633;22233;Weber Walks;116
1743;Brown Hirthe;676818420;Montenegro;nx7036803897391581202841;86695;Koch Ridges;185
1744;Kurtis Von;603308574;Zimbabwe;gb4596275831212369105302;49196;Patsy Lake;198
1745;Mr. Lambert Raynor;697586066;Benin;xw9822326352638757121864;16459;Fahey Branch;74
1746;Carolyne Erdman;692545830;Yemen;cz7504079511118956732468;17146;Earnestine Dale;126
1747;Sylvia Jakubowski;616410803;Syrian Arab Republic;gu2609505351152404770976;42613;Hills Track;132
1748;Tom Roberts;693677865;Kuwait;wh9570832907910194370572;21338;Sylvester Canyon;41
1749;Karson Zboncak;637316008;Isle of Man;bu8749968596618910972153;90689;Carrie Mountain;145
1750;Adelia Klein IV;674011700;Croatia;aw8518524645504558593857;31298;Ray Wall;8
1751;Leola Hoeger DVM;683011740;Equatorial Guinea;ap4149214270072302464322;97765;Stuart Throughway;89
1752;Miss Stephany Lowe Jr.;612911748;Equatorial Guinea;oj1750579854446182604460;40750;Isac Fields;56
1753;Jedediah Klein;637873427;Swaziland;lc9312368367005598532261;69858;Muller Creek;92
1754;Kevin Steuber;694120595;Yemen;wi7716898892080312439939;21361;Rhea View;88
1755;Carolyne Ullrich;694818197;Gabon;nb3614863899651940341044;82289;Thompson River;161
1756;Kyleigh Osinski;635188856;Falkland Islands (Malvina;eo7769371421847543755303;7486;Windler Shoals;20
1757;Ivah Jenkins;688233004;Uruguay;iv5818021516295251346536;59525;Braxton Road;34
1758;Berniece Bogan;695267998;Korea;yr2013604850599536089735;63009;Spencer Ville;126
1759;Ms. Marion Schultz Jr.;621000420;Fiji;py5925332059559622028393;60734;Sabina Manors;133
1760;Lily Fay Jr.;693828774;Lithuania;io5640309731019023926211;43203;Lang Prairie;179
1761;Casimer Thompson;621819245;Isle of Man;bq3965664151216619408070;80323;Rath Locks;183
1762;Chloe Goodwin;694946828;Christmas Island;dl1811224425853018867058;25484;Maggio Roads;31
1763;Stacy Streich;666551141;Slovakia (Slovak Republic;zw0751218301286002997520;32938;Emmy Creek;19
1764;Miss Everette Tillman IV;686365151;Bhutan;mw4856683508969923853833;33437;Mabelle Glens;58
1765;Dr. Kade Gibson DVM;619347556;Tajikistan;or9075711149157451938397;84084;Luisa Lights;159
1766;Orville Cassin;614634033;Saint Pierre and Miquelon;db5458611969303640018324;80002;Obie Stream;140
1767;Dr. Bartholome Skiles MD;612158864;Mozambique;mq4686205631985815484738;13990;Cooper Spur;166
1768;Abe Hyatt;665049273;Holy See (Vatican City St;da5753221869520537956624;89144;Rodriguez Ways;22
1769;Maye Huel;649458293;Mongolia;oc6818948845395474598995;32781;Andre Village;182
1770;Dr. Jedidiah Schuppe DDS;634965457;Saint Lucia;ib5331836129927938678746;52721;Ross River;105
1771;Ms. Rosalia Dickinson;671887631;Wallis and Futuna;ur6836776240088246505999;16994;McGlynn Overpass;190
1772;Anthony Konopelski;669274121;Heard Island and McDonald;qe2468062249610069194427;72565;Neha Fords;141
1773;Mrs. Opal Smitham;629837442;Ireland;fo1396932623449119104696;61699;Violette Shoal;95
1774;Dante Leffler;677395812;Antigua and Barbuda;qy4694988693152176103599;7780;Kirlin Gardens;189
1775;Jakayla Keeling;696128211;Christmas Island;xz3208008188480055811854;4756;Pagac Knoll;88
1776;Ms. Ines Tremblay;628459631;Algeria;if9485895650621415893835;93991;Prohaska Fords;180
1777;Mr. Brannon Mitchell II;603371750;Korea;na7842791447204033210699;25432;Gretchen Overpass;77
1778;Barton Okuneva;605519161;Belgium;yx6732054035689453894809;97951;Heath Viaduct;135
1779;Mr. Juvenal Bruen DVM;621632200;Bhutan;kg9677641027523796733368;13896;Dicki Mall;109
1780;Ms. Tessie O'Keefe Sr.;622007900;Switzerland;mi2941037170587772348465;93046;Karlee Plaza;41
1781;Brooklyn Koss;649344789;Gambia;hz6438195247393588998308;1949;Larkin Rue;135
1782;Jadon Rutherford;696995082;Cyprus;bp8952405797819796811249;26835;O'Hara Hollow;108
1783;Mae Marquardt;631987884;Sierra Leone;sy9708159109006362780605;36152;Collin Rapid;101
1784;Cindy Cartwright;681190935;Martinique;xy4435583605777887980693;97243;Nader Wall;35
1785;Baylee Greenholt Jr.;662083443;Ghana;qs9091955048075195577282;4254;Elyssa Isle;144
1786;Ms. Julia Stehr;683961170;Liechtenstein;ym7184789240097360941374;81916;Hayden Haven;102
1787;Herminio Muller;653310700;United States Virgin Isla;ka7796911684824483582214;43626;Anderson Tunnel;89
1788;Margarette King;653997689;Bahamas;ds3649078333016264380944;15432;Gage Center;131
1789;Brando Krajcik;614162456;Swaziland;hd9478743344028101270157;82793;Alda Course;120
1790;Jayne Macejkovic I;694997977;Seychelles;po0538997218698567718392;81581;Berenice Camp;170
1791;Prof. Alexa Sawayn;624276795;Nicaragua;ew0571682352456247628720;72562;Beier Burg;160
1792;Dr. Ronaldo Erdman PhD;660487976;Svalbard & Jan Mayen Isla;eg1183575517748586796657;25737;Rolando Lane;155
1793;Werner Kautzer MD;604685802;Dominica;ml2478114853861905164865;38688;Ebert Walk;18
1794;Angus Rosenbaum;640300163;Israel;kr3384208524729624809648;83803;Augusta Meadows;133
1795;Ally Wuckert;658517279;Saint Lucia;gg7561038136686410219238;44428;Eddie Squares;71
1796;Gilda Jones;627139929;Tonga;go7105534276911806729103;37312;Hammes Radial;50
1797;Claudine O'Connell;649223464;Bahrain;vy8867646626726157633316;91746;Jaeden Road;24
1798;Mr. Rosendo Bogisich IV;654935488;Turkey;di5977306613438511370068;73977;Kreiger Fords;103
1799;Woodrow Veum;698814968;United Arab Emirates;ef0341165485232310046034;78605;Gulgowski Bridge;129
1800;Chaz Wolff;600857458;Portugal;yk0004364518316988220905;870;Marian Extensions;170
1801;Justyn Armstrong;661872871;Albania;ug8362104863220060371483;91982;Anita Streets;52
1802;Chasity Ryan;663573442;Sweden;ru1810863900491001625546;40612;Ivory Park;84
1803;Mr. Dax Dach PhD;698516830;Portugal;ra7893214150097064314178;32927;Reba Skyway;100
1804;Mrs. Kari Haley II;682909892;France;na0156197971078843420056;86544;Treutel Flats;185
1805;Miss Myrtis Feest;636092809;Sweden;ro5908481644847037783740;15997;Hallie Bridge;147
1806;Yvonne Miller;614631937;Swaziland;sf7705454058766097315436;77763;Tony Wall;70
1807;Ms. Kailyn Shields;684902061;Netherlands Antilles;hd3361178957537417890655;85633;Nikolas Stream;117
1808;Dr. Herman Senger I;675949960;Brunei Darussalam;zu1702050980274401751189;98590;Murazik Mill;198
1809;Bria Ruecker PhD;683200627;Ecuador;dp3221543574918540408481;17211;Emie Island;144
1810;Moises Kohler;644161024;Comoros;je8553339506187531772656;71453;Roberts Flat;102
1811;Vesta Russel;665806768;United Kingdom;md0391291769529663838373;44675;Camden Rest;2
1812;Russel Pfannerstill DVM;625095382;Morocco;jb9812737610022176188380;5066;Dana Hollow;27
1813;Bill Nitzsche;640603890;Malaysia;by8755270454174856294796;29645;Howe View;167
1814;Kenna Wilkinson;667497062;Tanzania;qp5695467998473727964436;75516;Rodriguez Freeway;173
1815;Troy Legros IV;646257663;Saint Helena;hk3169671060968872198128;15318;Vandervort Way;23
1816;Angus Gutkowski;604832112;Liberia;kn4988989916276593235740;54197;Mertie Gateway;133
1817;Hadley Cartwright;684035352;Palestinian Territory;ls2983570692887941877914;23195;Christopher Track;99
1818;Ms. Jordane Hackett Jr.;675364906;South Africa;af7255386153957987247197;21070;Obie Flats;190
1819;Summer Fadel;647217567;Ireland;wc2295358387996429225049;11893;Mayert Island;197
1820;Susan Satterfield;686184787;Paraguay;cs6810128077461405808486;47492;Borer Throughway;58
1821;Wyatt Mayer;656431835;South Africa;yq2237400803390911144157;85329;Ashley Plaza;62
1822;Pierce Bayer;652923865;Kyrgyz Republic;au6184367912663235758684;61337;Renner Fords;15
1823;Aliyah Rippin;605072026;Gambia;mz7080144210863591010074;10680;Kunze Crest;87
1824;Miss Brandi Lindgren Sr.;622798812;Niger;ke1260708111369331802711;82642;Cronin River;99
1825;Gerson Zemlak;654303068;Palau;ef2121032432211630838133;57313;Clara Field;88
1826;Torrance Abernathy DDS;688732127;Nicaragua;vc5216850226083231647563;92556;Schimmel Parkways;153
1827;Karina Cruickshank;624859744;Finland;va4494516709122694526068;64645;Herman Brooks;16
1828;Mr. Jordan Wehner II;654521728;Antigua and Barbuda;qn6250260200964759235512;47833;Elliot Spur;149
1829;Federico Rohan DVM;643448606;Moldova;jb4425178715157853329246;68771;Antoinette Mall;90
1830;Hector Leannon;672846679;Netherlands;sa0931466040143967037750;7787;Candace Haven;13
1831;Keely Haley;635058008;Costa Rica;bu7138495560207351852907;12393;Carroll Mission;40
1832;Jovany Langosh;626761334;Peru;kx2936686761852482746540;86357;Greenholt Shore;91
1833;Alicia Schoen;639533198;Uganda;uv8730076358306555564805;67068;Barton Via;89
1834;Ignacio Windler MD;629684920;Fiji;uu5754254842694690195244;6579;Reilly Views;101
1835;Garry Champlin;616492272;Singapore;dr6759932147226136264463;61374;Hollie Locks;144
1836;Lilliana Towne;654100062;Czech Republic;xo1431284143677179899748;8704;Claudine Terrace;50
1837;Retha Lindgren;656170846;Guinea-Bissau;ln8071555671686381407196;24092;Blanche Burg;163
1838;Abel Lowe III;695327344;Sierra Leone;zc3499815846417475623549;23750;Kovacek Knoll;19
1839;Janick Prosacco MD;683071860;Chile;uy6431226290935262245026;59459;Selina Knolls;146
1840;Darius Wisoky;675360007;Malta;fz3055651548322254562199;98010;Jerry Expressway;53
1841;Mr. Rudy Kris I;680909667;Burundi;sd4254950578590409195181;61154;Stehr Center;197
1842;Anahi Abshire;613613896;Cook Islands;nj1333819204744459484620;45221;Jacobi Crescent;25
1843;Erwin Waters;612282919;Montserrat;pj8251410610597664887602;10807;Aurelio Inlet;102
1844;Alice West;626411140;Ukraine;em5198505366440118833986;17744;Brenna Road;191
1845;Miss Kaylee Torp;636516455;Jordan;zz5665240140897738420026;87305;Kautzer Road;33
1846;Kathryne Marvin;653860669;Bosnia and Herzegovina;yk4281120304540437173147;1277;Chet Extension;46
1847;Jordy Schroeder;689675857;Peru;qr5736777316943309678746;34430;Lura Brooks;144
1848;Jesus Orn;688550507;Cote d'Ivoire;ia7804911428112443001854;13604;Runolfsson Ville;79
1849;Kari Upton;695301997;Kenya;xn6835816629668689214352;8885;Conn Throughway;152
1850;Everardo Doyle;675576136;Turkey;yu7534104813074535401066;30366;Chance Gardens;109
1851;Lyric Watsica;602888128;Bhutan;mg6963189396956356365265;76934;Flo Plains;21
1852;Henri Littel;686449035;Gabon;rl2379393349818877021251;58764;O'Conner Walks;126
1853;Miss Abigail Schneider;622677438;Peru;rg9482908104329406419364;82497;Becker Wall;29
1854;Reymundo Greenfelder;610289939;Egypt;zw9579602866975202995050;16569;Ernestine Trail;50
1855;Brook Schiller;639032714;Bermuda;jx1517384086523897410454;72063;Chadrick Rest;159
1856;Hubert Simonis;633918413;Lebanon;om9486674754933892998768;82609;Wyman Cliff;165
1857;Berry Brekke Jr.;673659635;American Samoa;qc1220020140525240232057;61276;Langosh Plaza;2
1858;Betty Williamson;663116466;Lithuania;rx7840945930746694256964;14296;Boyle Prairie;155
1859;Prof. Rylan Hamill DVM;674992923;Ghana;et3938911499152070842274;38965;Ernestina Freeway;69
1860;Dion Schneider V;641775788;Martinique;hd9304885338113913789451;37933;Aylin Stravenue;74
1861;Samanta Schulist;625488460;Netherlands;fk1771062631570172384931;48443;Aric Rapids;126
1862;Richie Reinger;628991444;Barbados;zp1791514153149540056289;80560;Charlotte Brook;99
1863;Prof. Emanuel D'Amore;683049499;Brazil;ni7403602652553293912098;76429;Rae Port;38
1864;Kody Lind;617502567;Sri Lanka;sl8627377651498562853583;6521;Kennith Cove;143
1865;Prof. Amie Doyle Sr.;676970230;Tokelau;ew2976603458476706412682;98393;Jerde River;145
1866;Cielo Effertz Jr.;682306503;Mexico;ve8087225098814456526960;53778;Lang Pass;141
1867;Reginald Hyatt;626957356;Gambia;tj8650007911998080151593;40320;Parker Isle;65
1868;Charles Bailey;676237706;United States Virgin Isla;cg9195375338987160505624;4954;Maggio Fall;50
1869;Mr. Demetrius Johns III;699749790;Tonga;lj9520370040402058340887;67796;Cruickshank Parks;162
1870;Graciela Schuppe Sr.;623243762;Pitcairn Islands;xd1727161675544627614750;81532;Jessy Rest;158
1871;Demarco Dare;677933631;Iceland;bs7737566215516523450639;39608;Hickle Mission;27
1872;Elenora Glover;699806517;Micronesia;dp6278763303446174532789;6748;Mathew Ridge;93
1873;Ms. Holly Lebsack;648082682;Iceland;sf8474449698688267607706;72157;Mayert Gateway;166
1874;Odie Monahan;632899749;Mauritius;wd4825163360778571858629;64514;Hillard Plaza;144
1875;Miss Alize Roberts;694092883;Ethiopia;cm1554656499231698627686;34816;Mervin Mountain;173
1876;Dr. Johan McClure DDS;655726102;Papua New Guinea;ar6699656182150175924560;87662;Raven Fort;5
1877;Morton Fahey Jr.;639989255;Iraq;xx9990230085296413399259;96704;Howell Cliff;99
1878;Prof. Gonzalo Doyle DVM;695828058;Swaziland;dj6680210614830795166228;26423;Schamberger Prairie;36
1879;Gordon Fritsch DDS;606928734;Latvia;ub0918414300354501928083;69118;Kris Passage;52
1880;Werner Shields;646311254;South Georgia and the Sou;iv2775363947879250930895;95847;Olga Pines;153
1881;Jackson Dibbert;636402789;Brazil;oa2023243041260354437003;17486;Toy Mountain;57
1882;George Franecki;650032555;United States Minor Outly;dz1012628243227432449892;68288;Mckenna Islands;97
1883;Dr. Damien Lemke;682505061;China;km4167011803012929143428;24581;Domenica Roads;193
1884;Stefanie Pollich;696783825;Poland;bb2316804854672316731447;47071;Zboncak Circle;197
1885;Estell Kihn;688870434;Brazil;rg4776176927338265892063;25942;Reed Loaf;117
1886;Derek Bayer;641022492;Botswana;gi7959765893230126369848;41850;Kaelyn Land;81
1887;Prof. Gillian Morar DVM;684362029;Congo;qe5992422251094870468188;39760;Waters Hills;199
1888;Sedrick Jacobs;612438671;Malta;tl9390135972823452424421;77828;Zoe Village;161
1889;Julien Braun Sr.;623485354;Reunion;kg4456453790863304665492;54089;Keebler Well;24
1890;Vincenza Greenfelder I;600009752;Botswana;jb1567512847027954610770;38377;Will Shore;153
1891;Santos Marvin;657063733;Mexico;uo4308004329105251313866;63204;Madisen Passage;15
1892;Minnie Friesen III;682519150;Togo;pz5760577256483939378470;84699;Lucio Summit;96
1893;Elody Schmidt;651607885;Burkina Faso;qa3103265382156340125801;67867;Kris Cliff;103
1894;Anita Pagac;691377553;Yemen;wu7236088582711301733869;48637;Gleason Points;87
1895;Chyna Kreiger;613223456;Morocco;uv4512082868944437868626;3732;Leffler Roads;190
1896;Ms. Frances Larkin;681245574;Northern Mariana Islands;zz5866417598501382605788;4195;Blanda Mission;169
1897;Miss Amira Auer;651199646;Chad;ih5097874358774851937050;99470;Erich Drive;45
1898;Dr. Roberto Goyette I;621831860;New Zealand;ml2805897355194342226255;6810;Legros Roads;181
1899;Susana Watsica;631741663;Nauru;yv5640922388601510895928;6878;Erwin Villages;169
1900;Brenna Gorczany V;692938423;Korea;do7137605211119384494412;59769;Fadel Spring;186
1901;Mr. Jettie Walter Sr.;663147283;Saint Barthelemy;af0534646351394575946470;65176;Lockman Junction;67
1902;Maye Lowe V;653714599;Malaysia;cb7619715023989372874736;71211;Witting Hill;39
1903;Dr. Hilton Rau;620231353;Algeria;rd1863737345565912703442;87205;Metz Alley;78
1904;Janae Osinski;622858253;Eritrea;mx4304600530825685318781;17913;Darryl Street;48
1905;Prof. Moises Baumbach V;607808126;United Arab Emirates;xs9946631532178605807597;70256;Ahmad Crescent;94
1906;Ramiro Wilderman;652763268;Israel;rx2605910710019288540723;91724;Friesen Islands;103
1907;Miss Catherine Labadie;623123726;Cocos (Keeling) Islands;qm1699588137622236784424;44119;Robel Corner;121
1908;Chauncey Hauck;661055788;British Indian Ocean Terr;wk6871108844526373340792;86905;Gerda Village;77
1909;Russell Mante;666558249;Madagascar;we1528836129891145372043;34874;Javonte Lodge;19
1910;Ms. Della Toy V;675156823;Tajikistan;cy0175583488041638297007;55711;Stoltenberg Harbor;139
1911;Aurelia Gerhold;698230440;Switzerland;ry0704779069618389600725;64867;Gunnar Course;57
1912;Miss Tierra D'Amore DDS;615347215;French Southern Territori;oz5730630166783800983479;71108;Turner Fork;166
1913;Willie Wilderman V;607677372;Djibouti;kn0187107751069626717303;31243;Immanuel Underpass;116
1914;Cecelia Kunze;667826440;Aruba;qa2449257979491067884647;33221;Kihn Cape;106
1915;Prof. Casey Bednar MD;689913422;Montenegro;ir9978403438351346775802;36087;Velda View;33
1916;Mr. Humberto Torp;632149652;Hungary;so9228097939022315130482;21777;Savion Island;94
1917;Mr. Arnold McClure;608398064;Argentina;ww1341771978409316003656;51590;Jody Trail;122
1918;Katlynn Weissnat;645796422;American Samoa;cy1855167466071873283305;57387;Will Hills;128
1919;Evans Dach;624076166;Belarus;zg4385733395309369201027;7681;Emmerich Camp;115
1920;Prof. Amely Haley III;640691104;Svalbard & Jan Mayen Isla;ut5071470310497875748291;99244;Jakubowski Ville;156
1921;Trisha Moore;665933973;France;lw8856328614285345529278;49058;Rogahn Overpass;84
1922;Rosetta Mann I;620504385;Bolivia;ax0407281328072949302679;2101;Brittany Pines;86
1923;Dr. Maxime Rath;607685309;Martinique;tw7288001803914135219567;74546;Clifford Plaza;6
1924;Dr. Glenna Kemmer;638344046;Kyrgyz Republic;je9293847747439099146220;24932;Milo Manor;132
1925;Karley Labadie Jr.;623462469;Qatar;sm1306152022366377222446;2639;Von Rue;138
1926;Dr. Chaya Rau;617326163;China;uf9911806505705376626316;13842;Stamm Coves;90
1927;Lemuel Batz;670836179;Svalbard & Jan Mayen Isla;yw1678210114546300109901;22519;Elvis Row;157
1928;Ford Ruecker;615550654;Sao Tome and Principe;xd9249728072676471887386;65051;Selena Gardens;101
1929;Jimmy McKenzie II;642452694;Macedonia;qh7233337986056228675166;72261;Elna Pass;51
1930;Sigmund Schmeler;686086036;South Georgia and the Sou;gd0999261919704763334986;55737;Guy Ville;31
1931;Jarrell Will Jr.;661228146;Spain;es1608921382133320276387;60416;Murazik River;2
1932;Lonnie Cronin;612781070;Saint Lucia;us4300525260683494171602;38959;McCullough Mall;122
1933;Krystal DuBuque;671909860;Mali;bb1903002948382282381066;31925;Elda Locks;182
1934;Preston Hirthe II;601383622;American Samoa;kj1020829310676617273416;16781;Ebert Divide;93
1935;Mrs. Kaitlyn Gutkowski;628308572;Jersey;oq0292408332312459564553;57896;Beatty Shores;80
1936;Daphne Cummings;632939336;China;tf9390177884561142729638;57179;Harold Field;14
1937;Vernice Vandervort;656456106;Jersey;oi7833676804166414629102;50061;Sporer Mall;95
1938;Alexys Metz Sr.;681500745;Israel;cl6932418430351478793741;65696;Vernon Rest;195
1939;Prof. Ardella Sipes;666134433;Kiribati;gs0825639048539974109429;43828;Kulas Motorway;24
1940;Hulda Bayer PhD;636524212;Lao People's Democratic R;om4244613313588901209187;73453;Antonio Creek;59
1941;Shawna Mohr;694050201;Tonga;fl6064544333407336986324;51978;Ahmad Wall;107
1942;Stacey Mann;677610897;Grenada;ph5887098588292765679613;33867;Mosciski Station;9
1943;Mr. Kyler Turcotte;657744741;Montserrat;ep3981779113855099461410;54292;Murray Mall;185
1944;Ulises Herman;676051795;Lao People's Democratic R;do3447869559367504051964;77592;Ryann Spring;31
1945;Hugh Zulauf;667642456;Sao Tome and Principe;ak6373907834808457459302;43028;Joanie Springs;19
1946;Leon Pollich PhD;662898369;Mauritius;la1250779961996883592519;77632;Libby Wall;145
1947;Miss Alta Fay;675946293;Uzbekistan;mo0229059198112160353413;81303;Leilani Lane;97
1948;Mrs. Alanis Kilback I;645304430;Namibia;ce0485616936187260581173;22575;Leslie Corner;188
1949;Brigitte Cremin;646373794;Cook Islands;fu5772525136933074804629;15580;Cartwright Shores;63
1950;Andres Bechtelar;622914708;Gabon;dp6517948749411058817656;33630;Herman Fords;119
1951;Prof. Vita Simonis;663810661;Hungary;jk8478281312428803147320;73469;Rice Highway;163
1952;Mrs. Cynthia Larkin III;652635683;Guernsey;er2574189327098754264867;88821;Lincoln Rapids;54
1953;Ardith Ortiz I;646520677;Dominican Republic;kr3120901871414858200795;91969;Mraz Rest;40
1954;Prof. Jordan Mueller;671406272;Croatia;av7939975182318225906711;58881;Mallie Circle;28
1955;Damian Marks;671402228;Mauritius;mh5650339528244011242103;63995;Schaefer Spur;177
1956;Furman Tromp;693530340;Timor-Leste;bc6022052162307745613372;42249;Ezequiel Loaf;70
1957;Madie Bins;641552082;French Guiana;bi2519337476490139504987;39548;Breitenberg Courts;76
1958;Magali Greenholt DVM;678724855;India;th6675781422231896682545;78653;Eva Isle;107
1959;Jude Rowe;655213377;Botswana;cl0263205949844651463438;536;Auer Highway;6
1960;Sid Baumbach;660113269;Malawi;rz8303804829969461471004;75081;Maribel Cliff;133
1961;Prof. Jaleel Reynolds Sr.;664164670;Vietnam;lz3808022526696678074123;67822;Leuschke Trail;52
1962;Kayley Fritsch Sr.;672212799;Bahamas;kq8851665851707824638829;35751;Kshlerin Trafficway;28
1963;Mr. Benton Schinner I;682162053;Russian Federation;fl5602084416597995068851;85558;Morissette Land;123
1964;Milton Heathcote Sr.;698149531;Costa Rica;eu3960841876176690292092;29145;Daniel Parkway;84
1965;Zechariah Boyle;634607465;South Georgia and the Sou;mk6398685464802530887972;77648;Hunter Lakes;31
1966;Caesar Rogahn;606990988;Canada;vk3685120369751713311960;51620;Boyle Wall;36
1967;Victor Dooley;639176825;Mongolia;vt9351338829653056983520;26511;Glenna Oval;88
1968;Micaela McClure DDS;647115635;Guernsey;uf5761622777231182673340;5155;Lind Forges;127
1969;Prof. Khalid McDermott I;674288881;Lebanon;im6099145289314230273317;56929;Bernhard Fork;34
1970;Lesley Gleason I;696899579;Guinea;pd5781129343159739820930;62679;Christop Underpass;66
1971;Tracy Upton;652652785;Mexico;xu3362223181942635783278;66754;Prosacco Walks;18
1972;Logan Rogahn;600176771;Nigeria;zo7012414843106587752886;24678;Kaia Fort;57
1973;Obie Daniel;610857752;Algeria;bj3534835989422996041848;79477;Esteban Parks;28
1974;Prof. Laura Murphy;658832993;Bahamas;ed1643314344802166867397;95010;Alana Avenue;24
1975;Prof. Americo Berge DDS;662498162;Guernsey;wq8077769533251170868351;20671;Melyssa Run;191
1976;Elton Hayes IV;666696806;French Guiana;et8020776154884712483000;82178;Lempi Port;148
1977;Irwin Kassulke;626738229;Bulgaria;uu6092732781243399246624;15314;Bechtelar Crest;47
1978;Cecile Hayes;620405797;Burkina Faso;jt7822859607093180948918;88258;Kshlerin Lights;18
1979;Neil Ryan;602727210;Bouvet Island (Bouvetoya);pb6302929942720370208714;64992;Brekke Cove;50
1980;Prof. Fabian Swaniawski;691971720;Ireland;lq4542132633957715562747;94957;Jacobson Forges;138
1981;Lilliana Wehner;696709053;Latvia;jk3630052705380486769558;3926;Upton Corners;77
1982;Carson Heaney;652729569;Pitcairn Islands;zf0015581486085688405498;24704;Kessler Isle;127
1983;Josie Orn;630045301;Macao;jc5369030558896636125908;31865;Arvilla Corners;186
1984;Barry Yost;696532529;United Arab Emirates;so6485026347989498608225;65238;Florine Row;185
1985;Brown Jaskolski;699807351;Sao Tome and Principe;kf6891987066502855409128;88687;Ashlee Road;56
1986;Hubert Zboncak;645129865;Russian Federation;uf2959699743717168909655;25387;Sylvan Hollow;63
1987;Johathan Farrell;695063019;Equatorial Guinea;kv1096004468813098620948;61910;O'Keefe Light;61
1988;Muriel Feil;663359381;Lesotho;co1417891521322164492384;57049;O'Connell Pass;37
1989;Andre Cummerata;637368840;Lithuania;sm6058578420566839411726;5797;Mayer Streets;92
1990;Stone Heidenreich;635242317;Liberia;pg5211853739016839592398;76235;Hegmann Garden;161
1991;Adela Daniel;645841483;Palau;yy5281762916216388866313;45847;Eileen Prairie;93
1992;Emilio Cruickshank;690727074;Korea;ox1423883558435413947469;84714;Bergstrom Plains;77
1993;Sage Crooks DDS;648999063;Myanmar;dj7471293688915560501289;58060;Powlowski Mill;120
1994;Valentina Denesik;634043046;Nepal;gy5162803911803963615730;1585;Bauch Camp;73
1995;Buddy Haley;664633594;New Zealand;uq9853346594246719921079;62850;Baylee Highway;131
1996;Brionna Tillman;630761439;Puerto Rico;jg6630965862500794903273;38094;Walsh Green;53
1997;Roxane Goyette III;641754811;New Caledonia;gv0237533482069185512591;25707;Cormier Ridges;169
1998;Jeanie Abernathy;606528192;Costa Rica;nl8720909309099292823152;42298;Wilfrid Springs;146
1999;Dr. Reagan Stehr III;601478361;Maldives;ab8848500648416467334620;38140;Bradley Trafficway;54
2000;Marc Johnson Sr.;699063078;Northern Mariana Islands;ty5795902223708114523598;14903;Rau Meadow;165
2001;Ms. Elta Stamm DVM;662579585;United States of America;wt4748272782507587794085;89151;Mozelle Park;6
2002;Rosemarie Bechtelar;653400857;Togo;bv5814632677437023989621;82375;Torrey Way;8
2003;Marcelino Keeling;631420446;Tonga;dv7508913657993852835638;61100;Jakob Ridge;99
2004;Aliza O'Keefe;689260281;South Africa;qa8881884448210628560415;12344;Graham Bypass;178
2005;Dessie Block;648100164;Netherlands;ui0525493862597969511945;93194;Botsford Drive;150
2006;Ivy Rempel;652243847;Cyprus;mj1913367323465200330103;17908;Emmerich Locks;145
2007;Ariel Rice;682995704;Kenya;dy9546720317897331115116;11293;Ella Gateway;17
2008;Dr. Buster Lebsack;609925586;Czech Republic;fw6083331443210555160482;58483;Cecil Mountain;25
2009;Kiera Kihn;678232697;Greenland;on1247440995467280131794;46586;Hartmann Junction;75
